Subject Id,Visit,SessionID,Study Identifier,Domain Abbreviation,Project Unique Identifier,Cohort,Subject Identification,Pool Identifier,Focus of Study-Specific Interest,Name of Treatment,Dose,Dose Description,Dose Units,Dose Form,Dosing Frequency per Interval,Route of Administration,Lot Number,Location of Dose Administration,Method of Administration,Treatment Vehicle,Amount Administered,Amount Administered Units,Reason for Dose Adjustment,Start Date/Time of Treatment,End Date/Time of Treatment,Study Day of Start of Treatment,Study Day of End of Treatment,Duration of Treatment,Planned Time Point Name,Planned Time Point Number,Planned Elapsed Time from Time Point Ref,Time Point Reference,Date/Time of Reference Time Point
N150b059,EX,N150b059_58.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,59,,,NIMORAZOLE,11.1,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.37,ml,,2012-03-29,2012-03-29,58.0,58.0,1.0,,,,,
N150b059,EX,N150b059_59.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,59,,,NIMORAZOLE,11.1,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.37,ml,,2012-03-30,2012-03-30,59.0,59.0,1.0,,,,,
N150b059,EX,N150b059_62.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,59,,,NIMORAZOLE,11.1,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.37,ml,,2012-04-02,2012-04-02,62.0,62.0,1.0,,,,,
N150b059,EX,N150b059_62.0_2,"Xeno Nimo Hypox,FaDu",EX,N150,b,59,,,CISPLATIN,111,,mg/kg,,q.1.w,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.37,ml,,2012-04-02,2012-04-02,62.0,62.0,1.0,,,,,
N150b059,EX,N150b059_63.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,59,,,NIMORAZOLE,11.1,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.37,ml,,2012-04-03,2012-04-03,63.0,63.0,1.0,,,,,
N150b059,EX,N150b059_64.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,59,,,NIMORAZOLE,10.8,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.36,ml,,2012-04-04,2012-04-04,64.0,64.0,1.0,,,,,
N150b059,EX,N150b059_65.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,59,,,NIMORAZOLE,10.8,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.36,ml,,2012-04-05,2012-04-05,65.0,65.0,1.0,,,,,
N150b059,EX,N150b059_66.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,59,,,NIMORAZOLE,10.8,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.36,ml,,2012-04-06,2012-04-06,66.0,66.0,1.0,,,,,
N150b081,EX,N150b081_41.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,10.2,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-03-12,2012-03-12,41.0,41.0,1.0,,,,,
N150b081,EX,N150b081_41.0_2,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,CISPLATIN,102,,mg/kg,,q.1.w,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-03-12,2012-03-12,41.0,41.0,1.0,,,,,
N150b081,EX,N150b081_42.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,10.2,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-03-13,2012-03-13,42.0,42.0,1.0,,,,,
N150b081,EX,N150b081_43.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.9,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.33,ml,,2012-03-14,2012-03-14,43.0,43.0,1.0,,,,,
N150b081,EX,N150b081_44.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,10.2,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-03-15,2012-03-15,44.0,44.0,1.0,,,,,
N150b081,EX,N150b081_45.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,10.2,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-03-16,2012-03-16,45.0,45.0,1.0,,,,,
N150b081,EX,N150b081_48.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-03-19,2012-03-19,48.0,48.0,1.0,,,,,
N150b081,EX,N150b081_48.0_2,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,CISPLATIN,96,,mg/kg,,q.1.w,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-03-19,2012-03-19,48.0,48.0,1.0,,,,,
N150b081,EX,N150b081_49.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-03-20,2012-03-20,49.0,49.0,1.0,,,,,
N150b081,EX,N150b081_50.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-03-21,2012-03-21,50.0,50.0,1.0,,,,,
N150b081,EX,N150b081_51.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-03-22,2012-03-22,51.0,51.0,1.0,,,,,
N150b081,EX,N150b081_52.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.3,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.31,ml,,2012-03-23,2012-03-23,52.0,52.0,1.0,,,,,
N150b081,EX,N150b081_55.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-03-26,2012-03-26,55.0,55.0,1.0,,,,,
N150b081,EX,N150b081_55.0_2,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,CISPLATIN,96,,mg/kg,,q.1.w,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-03-26,2012-03-26,55.0,55.0,1.0,,,,,
N150b081,EX,N150b081_56.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-03-27,2012-03-27,56.0,56.0,1.0,,,,,
N150b081,EX,N150b081_57.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-03-28,2012-03-28,57.0,57.0,1.0,,,,,
N150b081,EX,N150b081_58.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-03-29,2012-03-29,58.0,58.0,1.0,,,,,
N150b081,EX,N150b081_59.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-03-30,2012-03-30,59.0,59.0,1.0,,,,,
N150b081,EX,N150b081_62.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.9,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.33,ml,,2012-04-02,2012-04-02,62.0,62.0,1.0,,,,,
N150b081,EX,N150b081_62.0_2,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,CISPLATIN,99,,mg/kg,,q.1.w,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.33,ml,,2012-04-02,2012-04-02,62.0,62.0,1.0,,,,,
N150b081,EX,N150b081_63.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-04-03,2012-04-03,63.0,63.0,1.0,,,,,
N150b081,EX,N150b081_64.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-04-04,2012-04-04,64.0,64.0,1.0,,,,,
N150b081,EX,N150b081_65.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.3,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.31,ml,,2012-04-05,2012-04-05,65.0,65.0,1.0,,,,,
N150b081,EX,N150b081_66.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-04-06,2012-04-06,66.0,66.0,1.0,,,,,
N150b081,EX,N150b081_69.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-04-09,2012-04-09,69.0,69.0,1.0,,,,,
N150b081,EX,N150b081_69.0_2,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,CISPLATIN,96,,mg/kg,,q.1.w,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-04-09,2012-04-09,69.0,69.0,1.0,,,,,
N150b081,EX,N150b081_70.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-04-10,2012-04-10,70.0,70.0,1.0,,,,,
N150b081,EX,N150b081_71.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.3,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.31,ml,,2012-04-11,2012-04-11,71.0,71.0,1.0,,,,,
N150b081,EX,N150b081_72.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-04-12,2012-04-12,72.0,72.0,1.0,,,,,
N150b081,EX,N150b081_73.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.3,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.31,ml,,2012-04-13,2012-04-13,73.0,73.0,1.0,,,,,
N150b081,EX,N150b081_76.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-04-16,2012-04-16,76.0,76.0,1.0,,,,,
N150b081,EX,N150b081_76.0_2,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,CISPLATIN,96,,mg/kg,,q.1.w,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-04-16,2012-04-16,76.0,76.0,1.0,,,,,
N150b081,EX,N150b081_77.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.3,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.31,ml,,2012-04-17,2012-04-17,77.0,77.0,1.0,,,,,
N150b081,EX,N150b081_78.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.9,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.33,ml,,2012-04-18,2012-04-18,78.0,78.0,1.0,,,,,
N150b081,EX,N150b081_79.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-04-19,2012-04-19,79.0,79.0,1.0,,,,,
N150b081,EX,N150b081_80.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,81,,,NIMORAZOLE,9.9,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.33,ml,,2012-04-20,2012-04-20,80.0,80.0,1.0,,,,,
N150b082,EX,N150b082_34.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,11.1,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.37,ml,,2012-03-05,2012-03-05,34.0,34.0,1.0,,,,,
N150b082,EX,N150b082_34.0_2,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,CISPLATIN,111,,mg/kg,,q.1.w,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.37,ml,,2012-03-05,2012-03-05,34.0,34.0,1.0,,,,,
N150b082,EX,N150b082_35.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.8,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.36,ml,,2012-03-06,2012-03-06,35.0,35.0,1.0,,,,,
N150b082,EX,N150b082_36.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.5,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.35,ml,,2012-03-07,2012-03-07,36.0,36.0,1.0,,,,,
N150b082,EX,N150b082_37.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.5,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.35,ml,,2012-03-08,2012-03-08,37.0,37.0,1.0,,,,,
N150b082,EX,N150b082_38.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.5,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.35,ml,,2012-03-09,2012-03-09,38.0,38.0,1.0,,,,,
N150b082,EX,N150b082_41.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.8,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.36,ml,,2012-03-12,2012-03-12,41.0,41.0,1.0,,,,,
N150b082,EX,N150b082_41.0_2,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,CISPLATIN,108,,mg/kg,,q.1.w,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.36,ml,,2012-03-12,2012-03-12,41.0,41.0,1.0,,,,,
N150b082,EX,N150b082_42.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,11.1,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.37,ml,,2012-03-13,2012-03-13,42.0,42.0,1.0,,,,,
N150b082,EX,N150b082_43.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.5,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.35,ml,,2012-03-14,2012-03-14,43.0,43.0,1.0,,,,,
N150b082,EX,N150b082_44.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.2,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-03-15,2012-03-15,44.0,44.0,1.0,,,,,
N150b082,EX,N150b082_45.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,9.9,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.33,ml,,2012-03-16,2012-03-16,45.0,45.0,1.0,,,,,
N150b082,EX,N150b082_48.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.2,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-03-19,2012-03-19,48.0,48.0,1.0,,,,,
N150b082,EX,N150b082_48.0_2,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,CISPLATIN,102,,mg/kg,,q.1.w,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-03-19,2012-03-19,48.0,48.0,1.0,,,,,
N150b082,EX,N150b082_49.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.5,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.35,ml,,2012-03-20,2012-03-20,49.0,49.0,1.0,,,,,
N150b082,EX,N150b082_50.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.2,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-03-21,2012-03-21,50.0,50.0,1.0,,,,,
N150b082,EX,N150b082_51.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,9.9,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.33,ml,,2012-03-22,2012-03-22,51.0,51.0,1.0,,,,,
N150b082,EX,N150b082_52.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,9.9,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.33,ml,,2012-03-23,2012-03-23,52.0,52.0,1.0,,,,,
N150b082,EX,N150b082_55.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.5,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.35,ml,,2012-03-26,2012-03-26,55.0,55.0,1.0,,,,,
N150b082,EX,N150b082_55.0_2,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,CISPLATIN,105,,mg/kg,,q.1.w,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.35,ml,,2012-03-26,2012-03-26,55.0,55.0,1.0,,,,,
N150b082,EX,N150b082_56.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.5,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.35,ml,,2012-03-27,2012-03-27,56.0,56.0,1.0,,,,,
N150b082,EX,N150b082_57.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,9.9,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.33,ml,,2012-03-28,2012-03-28,57.0,57.0,1.0,,,,,
N150b082,EX,N150b082_58.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,9.9,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.33,ml,,2012-03-29,2012-03-29,58.0,58.0,1.0,,,,,
N150b082,EX,N150b082_59.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,9.9,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.33,ml,,2012-03-30,2012-03-30,59.0,59.0,1.0,,,,,
N150b082,EX,N150b082_62.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.2,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-04-02,2012-04-02,62.0,62.0,1.0,,,,,
N150b082,EX,N150b082_62.0_2,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,CISPLATIN,102,,mg/kg,,q.1.w,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-04-02,2012-04-02,62.0,62.0,1.0,,,,,
N150b082,EX,N150b082_63.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.2,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-04-03,2012-04-03,63.0,63.0,1.0,,,,,
N150b082,EX,N150b082_64.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.5,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.35,ml,,2012-04-04,2012-04-04,64.0,64.0,1.0,,,,,
N150b082,EX,N150b082_65.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.5,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.35,ml,,2012-04-05,2012-04-05,65.0,65.0,1.0,,,,,
N150b082,EX,N150b082_66.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.2,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-04-06,2012-04-06,66.0,66.0,1.0,,,,,
N150b082,EX,N150b082_69.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.5,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.35,ml,,2012-04-09,2012-04-09,69.0,69.0,1.0,,,,,
N150b082,EX,N150b082_69.0_2,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,CISPLATIN,105,,mg/kg,,q.1.w,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.35,ml,,2012-04-09,2012-04-09,69.0,69.0,1.0,,,,,
N150b082,EX,N150b082_70.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.2,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-04-10,2012-04-10,70.0,70.0,1.0,,,,,
N150b082,EX,N150b082_71.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.5,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.35,ml,,2012-04-11,2012-04-11,71.0,71.0,1.0,,,,,
N150b082,EX,N150b082_72.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.2,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-04-12,2012-04-12,72.0,72.0,1.0,,,,,
N150b082,EX,N150b082_73.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,82,,,NIMORAZOLE,10.2,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.34,ml,,2012-04-13,2012-04-13,73.0,73.0,1.0,,,,,
N150b083,EX,N150b083_27.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,83,,,NIMORAZOLE,9.9,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.33,ml,,2012-02-27,2012-02-27,27.0,27.0,1.0,,,,,
N150b083,EX,N150b083_27.0_2,"Xeno Nimo Hypox,FaDu",EX,N150,b,83,,,CISPLATIN,99,,mg/kg,,q.1.w,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.33,ml,,2012-02-27,2012-02-27,27.0,27.0,1.0,,,,,
N150b083,EX,N150b083_28.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,83,,,NIMORAZOLE,9.3,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.31,ml,,2012-02-28,2012-02-28,28.0,28.0,1.0,,,,,
N150b083,EX,N150b083_29.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,83,,,NIMORAZOLE,9.3,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.31,ml,,2012-02-29,2012-02-29,29.0,29.0,1.0,,,,,
N150b083,EX,N150b083_30.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,83,,,NIMORAZOLE,9.3,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.31,ml,,2012-03-01,2012-03-01,30.0,30.0,1.0,,,,,
N150b083,EX,N150b083_31.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,83,,,NIMORAZOLE,9.3,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.31,ml,,2012-03-02,2012-03-02,31.0,31.0,1.0,,,,,
N150b083,EX,N150b083_34.0_1,"Xeno Nimo Hypox,FaDu",EX,N150,b,83,,,NIMORAZOLE,9.6,,mg/kg,,q.d. during RT,INTRAPERITONEAL,,,,"SALINE,SODIUM CHLORIDE 0.9%",0.32,ml,,2012-03-05,2012-03-05,34.0,34.0,1.0,,,,,
