Subject Id,Visit,LabRecordID,Study Identifier,Domain Abbreviation,Project Unique Identifier,Cohort,Subject Identification,Pool Identifier,Group Identifier,Specimen Identifier,Sponsor-Defined Identifier,Lab Test or Examination Short Name,Lab Test or Examination Name,Category for Lab Test,Subcategory for Lab Test,Result or Findings as Collected,Unit of the Original Result,Reference Range Lower Limit-Orig Unit,Reference Range Upper Limit-Orig Unit,Standardized Result in Character Format,Standardized Result in Numeric Format,Unit of the Standardized Result,Reference Range Lower Limit-Std Unit,Reference Range Upper Limit-Std Unit,Reference Range for Char Rslt-Std Unit,Reference Range Indicator,Completion Status,Reason Not Done,Laboratory Name,Specimen Material Type,Anatomical Region of Specimen,Specimen Condition,Specimen Usability for the Test,Specimen Collection Location,Specimen Laterality within Subject,Specimen Directionality within Subject,Portion or Totality,Method of Test or Examination,Baseline Flag,Fasting Status,Derived Flag,Toxicity,Standard Toxicity Grade,Exclusion Flag,Reason for Exclusion,Unscheduled Flag,Planned Study Day of Collection,Date/Time of Specimen Collection,End Date/Time of Specimen Collection,Study Day of Specimen Collection,Study Day of End of Specimen Collection,Nominal Study Day for Tabulations,Label for Nominal Study Day,Planned Time Point Name,Planned Time Point Number,Planned Elapsed Time from Time Point Ref,Time Point Reference,Date/Time of Reference Time Point
N150b095,LB,N150b095_55_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis B,Tumor Volume Measurement,,,10.5,mm,,,10.5,10.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-26,2012-03-26,55,55,1,Week 5,,,,,
N150b095,LB,N150b095_58_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis A,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-29,2012-03-29,58,58,1,Week 6,,,,,
N150b095,LB,N150b095_58_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis B,Tumor Volume Measurement,,,8.5,mm,,,8.5,8.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-29,2012-03-29,58,58,1,Week 6,,,,,
N150b095,LB,N150b095_62_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis A,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-02,2012-04-02,62,62,1,Week 6,,,,,
N150b095,LB,N150b095_62_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis B,Tumor Volume Measurement,,,8.5,mm,,,8.5,8.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-02,2012-04-02,62,62,1,Week 6,,,,,
N150b095,LB,N150b095_65_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis A,Tumor Volume Measurement,,,7.5,mm,,,7.5,7.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-05,2012-04-05,65,65,1,Week 7,,,,,
N150b095,LB,N150b095_65_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis B,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-05,2012-04-05,65,65,1,Week 7,,,,,
N150b095,LB,N150b095_69_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis A,Tumor Volume Measurement,,,6.0,mm,,,6.0,6.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-09,2012-04-09,69,69,1,Week 7,,,,,
N150b095,LB,N150b095_69_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis B,Tumor Volume Measurement,,,5.0,mm,,,5.0,5.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-09,2012-04-09,69,69,1,Week 7,,,,,
N150b095,LB,N150b095_72_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis A,Tumor Volume Measurement,,,5.5,mm,,,5.5,5.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-12,2012-04-12,72,72,1,Week 8,,,,,
N150b095,LB,N150b095_72_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis B,Tumor Volume Measurement,,,5.0,mm,,,5.0,5.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-12,2012-04-12,72,72,1,Week 8,,,,,
N150b095,LB,N150b095_76_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis A,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-16,2012-04-16,76,76,1,Week 8,,,,,
N150b095,LB,N150b095_76_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis B,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-16,2012-04-16,76,76,1,Week 8,,,,,
N150b095,LB,N150b095_79_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis A,Tumor Volume Measurement,,,5.0,mm,,,5.0,5.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-19,2012-04-19,79,79,1,Week 9,,,,,
N150b095,LB,N150b095_79_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis B,Tumor Volume Measurement,,,5.0,mm,,,5.0,5.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-19,2012-04-19,79,79,1,Week 9,,,,,
N150b095,LB,N150b095_83_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis A,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-23,2012-04-23,83,83,1,Week 9,,,,,
N150b095,LB,N150b095_83_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis B,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-23,2012-04-23,83,83,1,Week 9,,,,,
N150b095,LB,N150b095_86_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis A,Tumor Volume Measurement,,,7.0,mm,,,7.0,7.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-26,2012-04-26,86,86,1,Week 10,,,,,
N150b095,LB,N150b095_86_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis B,Tumor Volume Measurement,,,6.0,mm,,,6.0,6.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-26,2012-04-26,86,86,1,Week 10,,,,,
N150b095,LB,N150b095_90_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis A,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-30,2012-04-30,90,90,1,Week 10,,,,,
N150b095,LB,N150b095_90_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis B,Tumor Volume Measurement,,,8.5,mm,,,8.5,8.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-30,2012-04-30,90,90,1,Week 10,,,,,
N150b095,LB,N150b095_93_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis A,Tumor Volume Measurement,,,10.0,mm,,,10.0,10.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-03,2012-05-03,93,93,1,Week 11,,,,,
N150b095,LB,N150b095_93_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis B,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-03,2012-05-03,93,93,1,Week 11,,,,,
N150b095,LB,N150b095_97_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis A,Tumor Volume Measurement,,,11.5,mm,,,11.5,11.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-07,2012-05-07,97,97,1,Week 11,,,,,
N150b095,LB,N150b095_97_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis B,Tumor Volume Measurement,,,10.0,mm,,,10.0,10.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-07,2012-05-07,97,97,1,Week 11,,,,,
N150b095,LB,N150b095_100_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis A,Tumor Volume Measurement,,,13.0,mm,,,13.0,13.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-10,2012-05-10,100,100,1,Week 12,,,,,
N150b095,LB,N150b095_100_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis B,Tumor Volume Measurement,,,10.5,mm,,,10.5,10.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-10,2012-05-10,100,100,1,Week 12,,,,,
N150b095,LB,N150b095_104_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis A,Tumor Volume Measurement,,,15.5,mm,,,15.5,15.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-14,2012-05-14,104,104,1,Week 12,,,,,
N150b095,LB,N150b095_104_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,95,,,,,Axis B,Tumor Volume Measurement,,,11.5,mm,,,11.5,11.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-14,2012-05-14,104,104,1,Week 12,,,,,
N150b096,LB,N150b096_27_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,8.5,mm,,,8.5,8.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),Y,,,,,,,,,2012-02-27,2012-02-27,27,27,1,Week 1,,,,,
N150b096,LB,N150b096_27_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,8.0,mm,,,8.0,8.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),Y,,,,,,,,,2012-02-27,2012-02-27,27,27,1,Week 1,,,,,
N150b096,LB,N150b096_30_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,10.5,mm,,,10.5,10.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-01,2012-03-01,30,30,1,Week 1,,,,,
N150b096,LB,N150b096_30_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,10.0,mm,,,10.0,10.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-01,2012-03-01,30,30,1,Week 1,,,,,
N150b096,LB,N150b096_34_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,11.5,mm,,,11.5,11.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-05,2012-03-05,34,34,1,Week 2,,,,,
N150b096,LB,N150b096_34_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,11.0,mm,,,11.0,11.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-05,2012-03-05,34,34,1,Week 2,,,,,
N150b096,LB,N150b096_37_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,12.0,mm,,,12.0,12.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-08,2012-03-08,37,37,1,Week 2,,,,,
N150b096,LB,N150b096_37_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,11.0,mm,,,11.0,11.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-08,2012-03-08,37,37,1,Week 2,,,,,
N150b096,LB,N150b096_41_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,13.0,mm,,,13.0,13.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-12,2012-03-12,41,41,1,Week 3,,,,,
N150b096,LB,N150b096_41_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,12.0,mm,,,12.0,12.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-12,2012-03-12,41,41,1,Week 3,,,,,
N150b096,LB,N150b096_44_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,12.5,mm,,,12.5,12.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-15,2012-03-15,44,44,1,Week 3,,,,,
N150b096,LB,N150b096_44_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,12.0,mm,,,12.0,12.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-15,2012-03-15,44,44,1,Week 3,,,,,
N150b096,LB,N150b096_48_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,12.5,mm,,,12.5,12.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-19,2012-03-19,48,48,1,Week 4,,,,,
N150b096,LB,N150b096_48_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,12.0,mm,,,12.0,12.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-19,2012-03-19,48,48,1,Week 4,,,,,
N150b096,LB,N150b096_51_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,10.0,mm,,,10.0,10.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-22,2012-03-22,51,51,1,Week 4,,,,,
N150b096,LB,N150b096_51_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-22,2012-03-22,51,51,1,Week 4,,,,,
N150b096,LB,N150b096_55_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,8.0,mm,,,8.0,8.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-26,2012-03-26,55,55,1,Week 5,,,,,
N150b096,LB,N150b096_55_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,7.5,mm,,,7.5,7.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-26,2012-03-26,55,55,1,Week 5,,,,,
N150b096,LB,N150b096_58_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,7.5,mm,,,7.5,7.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-29,2012-03-29,58,58,1,Week 5,,,,,
N150b096,LB,N150b096_58_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,7.0,mm,,,7.0,7.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-29,2012-03-29,58,58,1,Week 5,,,,,
N150b096,LB,N150b096_62_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-02,2012-04-02,62,62,1,Week 6,,,,,
N150b096,LB,N150b096_62_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,6.0,mm,,,6.0,6.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-02,2012-04-02,62,62,1,Week 6,,,,,
N150b096,LB,N150b096_65_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,6.0,mm,,,6.0,6.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-05,2012-04-05,65,65,1,Week 6,,,,,
N150b096,LB,N150b096_65_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,5.0,mm,,,5.0,5.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-05,2012-04-05,65,65,1,Week 6,,,,,
N150b096,LB,N150b096_69_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,5.5,mm,,,5.5,5.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-09,2012-04-09,69,69,1,Week 7,,,,,
N150b096,LB,N150b096_69_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,5.0,mm,,,5.0,5.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-09,2012-04-09,69,69,1,Week 7,,,,,
N150b096,LB,N150b096_72_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,5.0,mm,,,5.0,5.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-12,2012-04-12,72,72,1,Week 7,,,,,
N150b096,LB,N150b096_72_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-12,2012-04-12,72,72,1,Week 7,,,,,
N150b096,LB,N150b096_76_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-16,2012-04-16,76,76,1,Week 8,,,,,
N150b096,LB,N150b096_76_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,4.0,mm,,,4.0,4.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-16,2012-04-16,76,76,1,Week 8,,,,,
N150b096,LB,N150b096_79_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-19,2012-04-19,79,79,1,Week 8,,,,,
N150b096,LB,N150b096_79_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,4.0,mm,,,4.0,4.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-19,2012-04-19,79,79,1,Week 8,,,,,
N150b096,LB,N150b096_83_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-23,2012-04-23,83,83,1,Week 9,,,,,
N150b096,LB,N150b096_83_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-23,2012-04-23,83,83,1,Week 9,,,,,
N150b096,LB,N150b096_86_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-26,2012-04-26,86,86,1,Week 9,,,,,
N150b096,LB,N150b096_86_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-26,2012-04-26,86,86,1,Week 9,,,,,
N150b096,LB,N150b096_90_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,3.0,mm,,,3.0,3.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-30,2012-04-30,90,90,1,Week 10,,,,,
N150b096,LB,N150b096_90_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,3.0,mm,,,3.0,3.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-30,2012-04-30,90,90,1,Week 10,,,,,
N150b096,LB,N150b096_93_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,3.0,mm,,,3.0,3.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-03,2012-05-03,93,93,1,Week 10,,,,,
N150b096,LB,N150b096_93_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,3.0,mm,,,3.0,3.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-03,2012-05-03,93,93,1,Week 10,,,,,
N150b096,LB,N150b096_97_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,3.0,mm,,,3.0,3.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-07,2012-05-07,97,97,1,Week 11,,,,,
N150b096,LB,N150b096_97_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,3.0,mm,,,3.0,3.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-07,2012-05-07,97,97,1,Week 11,,,,,
N150b096,LB,N150b096_100_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-10,2012-05-10,100,100,1,Week 11,,,,,
N150b096,LB,N150b096_100_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-10,2012-05-10,100,100,1,Week 11,,,,,
N150b096,LB,N150b096_104_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,96,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-14,2012-05-14,104,104,1,Week 12,,,,,
